AAPL (APPLE INC),186.80,-5.43,
Nov 14 2018 @ 19:12 ET,Bid,186.93,Ask,187.14,Size,1x1,Vol,60747714,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
2018 Nov 16 25.00 (AAPL1816K25-8),196.75,0.0,161.15,162.40, ,23,2018 Nov 16 25.00 (AAPL1816W25-8),0.04,0.0,0.0,4.75, ,4,
2018 Nov 16 25.00 (AAPL1816K25-A),0.0,0.0,160.10,164.25,0,23,2018 Nov 16 25.00 (AAPL1816W25-A),0.0,0.0,0.0,0.04,0,4,
2018 Nov 16 25.00 (AAPL1816K25-B),0.0,0.0,159.85,164.00, ,23,2018 Nov 16 25.00 (AAPL1816W25-B),0.0,0.0,0.0,0.13, ,4,
2018 Nov 16 25.00 (AAPL1816K25-E),169.65,0.0,154.75,169.75, ,23,2018 Nov 16 25.00 (AAPL1816W25-E),0.0,0.0,0.0,10.00, ,4,
2018 Nov 16 25.00 (AAPL1816K25-I),194.25,0.0,161.30,162.30,0,23,2018 Nov 16 25.00 (AAPL1816W25-I),0.0,0.0,0.0,0.04,0,4,
2018 Nov 16 25.00 (AAPL1816K25-J),0.0,0.0,159.85,164.15, ,23,2018 Nov 16 25.00 (AAPL1816W25-J),0.0,0.0,0.0,5.00, ,4,
2018 Nov 16 25.00 (AAPL1816K25-K),0.0,0.0,159.85,164.85, ,23,2018 Nov 16 25.00 (AAPL1816W25-K),0.0,0.0,0.0,5.00, ,4,
2018 Nov 16 25.00 (AAPL1816K25-O),193.80,0.0,159.85,164.05, ,23,2018 Nov 16 25.00 (AAPL1816W25-O),0.0,0.0,0.0,0.04, ,4,
2018 Nov 16 25.00 (AAPL1816K25-OG),194.70,0.0,160.10,164.85,0,23,2018 Nov 16 25.00 (AAPL1816W25-OG),0.0,0.0,0.0,0.13,0,4,
2018 Nov 16 25.00 (AAPL1816K25-P),193.30,0.0,159.85,163.90,0,23,2018 Nov 16 25.00 (AAPL1816W25-P),0.0,0.0,0.0,0.04,0,4,
2018 Nov 16 25.00 (AAPL1816K25-S),193.10,0.0,161.10,162.20, ,23,2018 Nov 16 25.00 (AAPL1816W25-S),0.0,0.0,0.0,0.04, ,4,
2018 Nov 16 25.00 (AAPL1816K25-X),183.30,0.0,160.40,164.15, ,23,2018 Nov 16 25.00 (AAPL1816W25-X),0.0,0.0,0.0,5.00, ,4,
2018 Nov 16 25.00 (AAPL1816K25-Y),193.20,0.0,161.35,162.20,0,23,2018 Nov 16 25.00 (AAPL1816W25-Y),0.0,0.0,0.0,0.04,0,4,
2018 Nov 16 30.00 (AAPL1816K30),0.0,0.0,154.45,158.90,0,0,2018 Nov 16 30.00 (AAPL1816W30),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 30.00 (AAPL1816K30-3),0.0,0.0,148.90,164.70,0,0,2018 Nov 16 30.00 (AAPL1816W30-3),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 30.00 (AAPL1816K30-4),0.0,0.0,154.35,159.10,0,0,2018 Nov 16 30.00 (AAPL1816W30-4),0.0,0.0,0.0,4.75,0,0,
2018 Nov 16 30.00 (AAPL1816K30-8),0.0,0.0,154.25,159.05, ,0,2018 Nov 16 30.00 (AAPL1816W30-8),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 30.00 (AAPL1816K30-A),0.0,0.0,154.20,159.05,0,0,2018 Nov 16 30.00 (AAPL1816W30-A),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 30.00 (AAPL1816K30-B),0.0,0.0,154.20,159.00, ,0,2018 Nov 16 30.00 (AAPL1816W30-B),0.0,0.0,0.0,0.13, ,0,
2018 Nov 16 30.00 (AAPL1816K30-E),0.0,0.0,149.75,164.60, ,0,2018 Nov 16 30.00 (AAPL1816W30-E),0.0,0.0,0.0,10.00, ,0,
2018 Nov 16 30.00 (AAPL1816K30-I),0.0,0.0,154.30,159.30,0,0,2018 Nov 16 30.00 (AAPL1816W30-I),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 30.00 (AAPL1816K30-J),0.0,0.0,154.35,159.15, ,0,2018 Nov 16 30.00 (AAPL1816W30-J),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 30.00 (AAPL1816K30-K),0.0,0.0,154.20,159.15, ,0,2018 Nov 16 30.00 (AAPL1816W30-K),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 30.00 (AAPL1816K30-O),0.0,0.0,154.25,159.15, ,0,2018 Nov 16 30.00 (AAPL1816W30-O),0.0,0.0,0.0,0.13, ,0,
2018 Nov 16 30.00 (AAPL1816K30-OG),0.0,0.0,154.45,159.20,0,0,2018 Nov 16 30.00 (AAPL1816W30-OG),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 30.00 (AAPL1816K30-P),0.0,0.0,154.40,158.90,0,0,2018 Nov 16 30.00 (AAPL1816W30-P),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 30.00 (AAPL1816K30-S),0.0,0.0,154.25,159.00, ,0,2018 Nov 16 30.00 (AAPL1816W30-S),0.0,0.0,0.0,0.13, ,0,
2018 Nov 16 30.00 (AAPL1816K30-X),0.0,0.0,154.40,159.00, ,0,2018 Nov 16 30.00 (AAPL1816W30-X),0.0,0.0,0.0,4.90, ,0,
2018 Nov 16 30.00 (AAPL1816K30-Y),0.0,0.0,150.30,164.25,0,0,2018 Nov 16 30.00 (AAPL1816W30-Y),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 35.00 (AAPL1816K35),159.65,0.0,151.35,152.15,0,24,2018 Nov 16 35.00 (AAPL1816W35),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 35.00 (AAPL1816K35-3),0.0,0.0,143.90,159.85,0,24,2018 Nov 16 35.00 (AAPL1816W35-3),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 35.00 (AAPL1816K35-4),0.0,0.0,151.30,152.35,0,24,2018 Nov 16 35.00 (AAPL1816W35-4),0.0,0.0,0.0,4.75,0,0,
2018 Nov 16 35.00 (AAPL1816K35-8),0.0,0.0,151.10,152.45, ,24,2018 Nov 16 35.00 (AAPL1816W35-8),0.0,0.0,0.0,4.80, ,0,
2018 Nov 16 35.00 (AAPL1816K35-A),0.0,0.0,149.90,154.25,0,24,2018 Nov 16 35.00 (AAPL1816W35-A),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 35.00 (AAPL1816K35-B),0.0,0.0,149.90,154.00, ,24,2018 Nov 16 35.00 (AAPL1816W35-B),0.0,0.0,0.0,0.13, ,0,
2018 Nov 16 35.00 (AAPL1816K35-E),159.65,0.0,144.75,159.75, ,24,2018 Nov 16 35.00 (AAPL1816W35-E),0.0,0.0,0.0,10.00, ,0,
2018 Nov 16 35.00 (AAPL1816K35-I),0.0,0.0,151.35,152.25,0,24,2018 Nov 16 35.00 (AAPL1816W35-I),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 35.00 (AAPL1816K35-J),0.0,0.0,149.90,154.20, ,24,2018 Nov 16 35.00 (AAPL1816W35-J),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 35.00 (AAPL1816K35-K),0.0,0.0,149.90,154.90, ,24,2018 Nov 16 35.00 (AAPL1816W35-K),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 35.00 (AAPL1816K35-O),0.0,0.0,149.90,154.05, ,24,2018 Nov 16 35.00 (AAPL1816W35-O),0.0,0.0,0.0,0.13, ,0,
2018 Nov 16 35.00 (AAPL1816K35-OG),0.0,0.0,150.15,154.90,0,24,2018 Nov 16 35.00 (AAPL1816W35-OG),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 35.00 (AAPL1816K35-P),0.0,0.0,149.90,153.90,0,24,2018 Nov 16 35.00 (AAPL1816W35-P),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 35.00 (AAPL1816K35-S),0.0,0.0,151.15,152.15, ,24,2018 Nov 16 35.00 (AAPL1816W35-S),0.0,0.0,0.0,0.13, ,0,
2018 Nov 16 35.00 (AAPL1816K35-X),0.0,0.0,150.25,154.15, ,24,2018 Nov 16 35.00 (AAPL1816W35-X),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 35.00 (AAPL1816K35-Y),0.0,0.0,151.30,152.30,0,24,2018 Nov 16 35.00 (AAPL1816W35-Y),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 40.00 (AAPL1816K40),0.0,0.0,144.40,148.85,0,0,2018 Nov 16 40.00 (AAPL1816W40),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 40.00 (AAPL1816K40-3),0.0,0.0,138.90,154.85,0,0,2018 Nov 16 40.00 (AAPL1816W40-3),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 40.00 (AAPL1816K40-4),0.0,0.0,144.35,148.90,0,0,2018 Nov 16 40.00 (AAPL1816W40-4),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 40.00 (AAPL1816K40-8),0.0,0.0,144.40,149.15, ,0,2018 Nov 16 40.00 (AAPL1816W40-8),0.0,0.0,0.0,4.85, ,0,
2018 Nov 16 40.00 (AAPL1816K40-A),0.0,0.0,144.25,149.10,0,0,2018 Nov 16 40.00 (AAPL1816W40-A),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 40.00 (AAPL1816K40-B),0.0,0.0,144.25,149.00, ,0,2018 Nov 16 40.00 (AAPL1816W40-B),0.0,0.0,0.0,0.13, ,0,
2018 Nov 16 40.00 (AAPL1816K40-E),0.0,0.0,139.75,154.55, ,0,2018 Nov 16 40.00 (AAPL1816W40-E),0.0,0.0,0.0,10.00, ,0,
2018 Nov 16 40.00 (AAPL1816K40-I),0.0,0.0,144.15,149.15,0,0,2018 Nov 16 40.00 (AAPL1816W40-I),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 40.00 (AAPL1816K40-J),0.0,0.0,144.15,148.90, ,0,2018 Nov 16 40.00 (AAPL1816W40-J),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 40.00 (AAPL1816K40-K),0.0,0.0,144.20,149.15, ,0,2018 Nov 16 40.00 (AAPL1816W40-K),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 40.00 (AAPL1816K40-O),0.0,0.0,144.40,149.15, ,0,2018 Nov 16 40.00 (AAPL1816W40-O),0.0,0.0,0.0,0.04, ,0,
2018 Nov 16 40.00 (AAPL1816K40-OG),0.0,0.0,144.40,149.15,0,0,2018 Nov 16 40.00 (AAPL1816W40-OG),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 40.00 (AAPL1816K40-P),0.0,0.0,144.40,148.90,0,0,2018 Nov 16 40.00 (AAPL1816W40-P),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 40.00 (AAPL1816K40-S),0.0,0.0,144.25,148.85, ,0,2018 Nov 16 40.00 (AAPL1816W40-S),0.0,0.0,0.0,0.04, ,0,
2018 Nov 16 40.00 (AAPL1816K40-X),0.0,0.0,144.35,149.15, ,0,2018 Nov 16 40.00 (AAPL1816W40-X),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 40.00 (AAPL1816K40-Y),0.0,0.0,140.25,153.80,0,0,2018 Nov 16 40.00 (AAPL1816W40-Y),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 45.00 (AAPL1816K45),0.0,0.0,139.45,143.90,0,0,2018 Nov 16 45.00 (AAPL1816W45),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 45.00 (AAPL1816K45-3),0.0,0.0,133.90,149.70,0,0,2018 Nov 16 45.00 (AAPL1816W45-3),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 45.00 (AAPL1816K45-4),0.0,0.0,139.25,144.10,0,0,2018 Nov 16 45.00 (AAPL1816W45-4),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 45.00 (AAPL1816K45-8),0.0,0.0,139.25,144.10, ,0,2018 Nov 16 45.00 (AAPL1816W45-8),0.0,0.0,0.0,4.85, ,0,
2018 Nov 16 45.00 (AAPL1816K45-A),0.0,0.0,139.25,144.10,0,0,2018 Nov 16 45.00 (AAPL1816W45-A),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 45.00 (AAPL1816K45-B),0.0,0.0,139.25,144.00, ,0,2018 Nov 16 45.00 (AAPL1816W45-B),0.0,0.0,0.0,4.80, ,0,
2018 Nov 16 45.00 (AAPL1816K45-E),0.0,0.0,134.75,149.60, ,0,2018 Nov 16 45.00 (AAPL1816W45-E),0.0,0.0,0.0,10.00, ,0,
2018 Nov 16 45.00 (AAPL1816K45-I),0.0,0.0,139.30,144.30,0,0,2018 Nov 16 45.00 (AAPL1816W45-I),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 45.00 (AAPL1816K45-J),0.0,0.0,139.25,144.15, ,0,2018 Nov 16 45.00 (AAPL1816W45-J),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 45.00 (AAPL1816K45-K),0.0,0.0,139.30,144.25, ,0,2018 Nov 16 45.00 (AAPL1816W45-K),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 45.00 (AAPL1816K45-O),0.0,0.0,139.25,144.15, ,0,2018 Nov 16 45.00 (AAPL1816W45-O),0.0,0.0,0.0,0.04, ,0,
2018 Nov 16 45.00 (AAPL1816K45-OG),0.0,0.0,139.45,144.25,0,0,2018 Nov 16 45.00 (AAPL1816W45-OG),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 45.00 (AAPL1816K45-P),0.0,0.0,139.40,143.90,0,0,2018 Nov 16 45.00 (AAPL1816W45-P),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 45.00 (AAPL1816K45-S),0.0,0.0,139.35,144.05, ,0,2018 Nov 16 45.00 (AAPL1816W45-S),0.0,0.0,0.0,0.04, ,0,
2018 Nov 16 45.00 (AAPL1816K45-X),0.0,0.0,139.45,144.15, ,0,2018 Nov 16 45.00 (AAPL1816W45-X),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 45.00 (AAPL1816K45-Y),0.0,0.0,135.30,148.95,0,0,2018 Nov 16 45.00 (AAPL1816W45-Y),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 50.00 (AAPL1816K50),170.00,0.0,134.45,139.00,0,0,2018 Nov 16 50.00 (AAPL1816W50),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 50.00 (AAPL1816K50-3),0.0,0.0,128.90,144.80,0,0,2018 Nov 16 50.00 (AAPL1816W50-3),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 50.00 (AAPL1816K50-4),0.0,0.0,134.40,139.05,0,0,2018 Nov 16 50.00 (AAPL1816W50-4),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 50.00 (AAPL1816K50-8),0.0,0.0,134.25,139.05, ,0,2018 Nov 16 50.00 (AAPL1816W50-8),0.0,0.0,0.0,4.85, ,0,
2018 Nov 16 50.00 (AAPL1816K50-A),0.0,0.0,0.0,0.0,0,0,2018 Nov 16 50.00 (AAPL1816W50-A),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 50.00 (AAPL1816K50-B),0.0,0.0,134.25,139.00, ,0,2018 Nov 16 50.00 (AAPL1816W50-B),0.0,0.0,0.0,0.13, ,0,
2018 Nov 16 50.00 (AAPL1816K50-E),0.0,0.0,129.75,144.60, ,0,2018 Nov 16 50.00 (AAPL1816W50-E),0.0,0.0,0.0,10.00, ,0,
2018 Nov 16 50.00 (AAPL1816K50-I),0.0,0.0,134.25,139.25,0,0,2018 Nov 16 50.00 (AAPL1816W50-I),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 50.00 (AAPL1816K50-J),0.0,0.0,134.25,139.05, ,0,2018 Nov 16 50.00 (AAPL1816W50-J),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 50.00 (AAPL1816K50-K),0.0,0.0,134.30,139.25, ,0,2018 Nov 16 50.00 (AAPL1816W50-K),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 50.00 (AAPL1816K50-O),0.0,0.0,134.30,139.15, ,0,2018 Nov 16 50.00 (AAPL1816W50-O),0.0,0.0,0.0,0.04, ,0,
2018 Nov 16 50.00 (AAPL1816K50-OG),0.0,0.0,134.45,139.25,0,0,2018 Nov 16 50.00 (AAPL1816W50-OG),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 50.00 (AAPL1816K50-P),0.0,0.0,0.0,0.0,0,0,2018 Nov 16 50.00 (AAPL1816W50-P),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 50.00 (AAPL1816K50-S),170.00,0.0,134.30,139.00, ,0,2018 Nov 16 50.00 (AAPL1816W50-S),0.0,0.0,0.0,0.04, ,0,
2018 Nov 16 50.00 (AAPL1816K50-X),0.0,0.0,134.25,139.00, ,0,2018 Nov 16 50.00 (AAPL1816W50-X),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 50.00 (AAPL1816K50-Y),0.0,0.0,130.25,143.60,0,0,2018 Nov 16 50.00 (AAPL1816W50-Y),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 55.00 (AAPL1816K55),0.0,0.0,129.45,133.90,0,0,2018 Nov 16 55.00 (AAPL1816W55),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 55.00 (AAPL1816K55-3),0.0,0.0,123.90,139.85,0,0,2018 Nov 16 55.00 (AAPL1816W55-3),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 55.00 (AAPL1816K55-4),0.0,0.0,129.15,134.10,0,0,2018 Nov 16 55.00 (AAPL1816W55-4),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 55.00 (AAPL1816K55-8),0.0,0.0,129.30,134.05, ,0,2018 Nov 16 55.00 (AAPL1816W55-8),0.0,0.0,0.0,4.85, ,0,
2018 Nov 16 55.00 (AAPL1816K55-A),0.0,0.0,129.25,134.10,0,0,2018 Nov 16 55.00 (AAPL1816W55-A),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 55.00 (AAPL1816K55-B),0.0,0.0,129.10,134.00, ,0,2018 Nov 16 55.00 (AAPL1816W55-B),0.0,0.0,0.0,0.13, ,0,
2018 Nov 16 55.00 (AAPL1816K55-E),0.0,0.0,124.75,139.60, ,0,2018 Nov 16 55.00 (AAPL1816W55-E),0.0,0.0,0.0,10.00, ,0,
2018 Nov 16 55.00 (AAPL1816K55-I),0.0,0.0,129.30,134.30,0,0,2018 Nov 16 55.00 (AAPL1816W55-I),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 55.00 (AAPL1816K55-J),0.0,0.0,129.25,134.10, ,0,2018 Nov 16 55.00 (AAPL1816W55-J),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 55.00 (AAPL1816K55-K),0.0,0.0,129.20,134.10, ,0,2018 Nov 16 55.00 (AAPL1816W55-K),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 55.00 (AAPL1816K55-O),0.0,0.0,129.35,134.10, ,0,2018 Nov 16 55.00 (AAPL1816W55-O),0.0,0.0,0.0,0.04, ,0,
2018 Nov 16 55.00 (AAPL1816K55-OG),0.0,0.0,129.45,134.10,0,0,2018 Nov 16 55.00 (AAPL1816W55-OG),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 55.00 (AAPL1816K55-P),0.0,0.0,129.40,133.90,0,0,2018 Nov 16 55.00 (AAPL1816W55-P),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 55.00 (AAPL1816K55-S),0.0,0.0,129.40,134.00, ,0,2018 Nov 16 55.00 (AAPL1816W55-S),0.0,0.0,0.0,0.04, ,0,
2018 Nov 16 55.00 (AAPL1816K55-X),0.0,0.0,129.25,134.00, ,0,2018 Nov 16 55.00 (AAPL1816W55-X),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 55.00 (AAPL1816K55-Y),0.0,0.0,125.30,139.10,0,0,2018 Nov 16 55.00 (AAPL1816W55-Y),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 60.00 (AAPL1816K60),148.40,0.0,126.40,128.85,0,21,2018 Nov 16 60.00 (AAPL1816W60),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 60.00 (AAPL1816K60-3),148.40,0.0,118.90,134.85,0,21,2018 Nov 16 60.00 (AAPL1816W60-3),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 60.00 (AAPL1816K60-4),0.0,0.0,125.05,129.15,0,21,2018 Nov 16 60.00 (AAPL1816W60-4),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 60.00 (AAPL1816K60-8),0.0,0.0,125.15,129.15, ,21,2018 Nov 16 60.00 (AAPL1816W60-8),0.0,0.0,0.0,4.85, ,0,
2018 Nov 16 60.00 (AAPL1816K60-A),0.0,0.0,125.05,129.15,0,21,2018 Nov 16 60.00 (AAPL1816W60-A),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 60.00 (AAPL1816K60-B),0.0,0.0,125.05,129.00, ,21,2018 Nov 16 60.00 (AAPL1816W60-B),0.0,0.0,0.0,4.80, ,0,
2018 Nov 16 60.00 (AAPL1816K60-E),147.59,0.0,119.75,134.60, ,21,2018 Nov 16 60.00 (AAPL1816W60-E),0.0,0.0,0.0,10.00, ,0,
2018 Nov 16 60.00 (AAPL1816K60-I),0.0,0.0,124.40,129.15,0,21,2018 Nov 16 60.00 (AAPL1816W60-I),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 60.00 (AAPL1816K60-J),0.0,0.0,124.30,129.15, ,21,2018 Nov 16 60.00 (AAPL1816W60-J),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 60.00 (AAPL1816K60-K),0.0,0.0,124.15,129.15, ,21,2018 Nov 16 60.00 (AAPL1816W60-K),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 60.00 (AAPL1816K60-O),0.0,0.0,125.05,129.10, ,21,2018 Nov 16 60.00 (AAPL1816W60-O),0.0,0.0,0.0,0.04, ,0,
2018 Nov 16 60.00 (AAPL1816K60-OG),0.0,0.0,125.05,129.15,0,21,2018 Nov 16 60.00 (AAPL1816W60-OG),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 60.00 (AAPL1816K60-P),0.0,0.0,125.15,128.85,0,21,2018 Nov 16 60.00 (AAPL1816W60-P),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 60.00 (AAPL1816K60-S),0.0,0.0,126.40,129.15, ,21,2018 Nov 16 60.00 (AAPL1816W60-S),0.0,0.0,0.0,0.04, ,0,
2018 Nov 16 60.00 (AAPL1816K60-X),0.0,0.0,125.20,129.00, ,21,2018 Nov 16 60.00 (AAPL1816W60-X),0.0,0.0,0.0,4.95, ,0,
2018 Nov 16 60.00 (AAPL1816K60-Y),0.0,0.0,120.45,130.00,0,21,2018 Nov 16 60.00 (AAPL1816W60-Y),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 65.00 (AAPL1816K65),0.0,0.0,119.45,123.75,0,0,2018 Nov 16 65.00 (AAPL1816W65),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 65.00 (AAPL1816K65-3),0.0,0.0,113.90,129.75,0,0,2018 Nov 16 65.00 (AAPL1816W65-3),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 65.00 (AAPL1816K65-4),0.0,0.0,119.20,123.75,0,0,2018 Nov 16 65.00 (AAPL1816W65-4),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 65.00 (AAPL1816K65-8),0.0,0.0,119.25,124.05, ,0,2018 Nov 16 65.00 (AAPL1816W65-8),0.0,0.0,0.0,4.85, ,0,
2018 Nov 16 65.00 (AAPL1816K65-A),0.0,0.0,119.35,124.10,0,0,2018 Nov 16 65.00 (AAPL1816W65-A),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 65.00 (AAPL1816K65-B),0.0,0.0,119.10,124.00, ,0,2018 Nov 16 65.00 (AAPL1816W65-B),0.0,0.0,0.0,0.13, ,0,
2018 Nov 16 65.00 (AAPL1816K65-E),0.0,0.0,114.80,129.55, ,0,2018 Nov 16 65.00 (AAPL1816W65-E),0.0,0.0,0.0,10.00, ,0,
2018 Nov 16 65.00 (AAPL1816K65-I),0.0,0.0,119.00,124.00,0,0,2018 Nov 16 65.00 (AAPL1816W65-I),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 65.00 (AAPL1816K65-J),0.0,0.0,119.20,124.10, ,0,2018 Nov 16 65.00 (AAPL1816W65-J),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 65.00 (AAPL1816K65-K),0.0,0.0,119.15,124.10, ,0,2018 Nov 16 65.00 (AAPL1816W65-K),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 65.00 (AAPL1816K65-O),0.0,0.0,119.20,124.10, ,0,2018 Nov 16 65.00 (AAPL1816W65-O),0.0,0.0,0.0,0.04, ,0,
2018 Nov 16 65.00 (AAPL1816K65-OG),0.0,0.0,119.10,124.10,0,0,2018 Nov 16 65.00 (AAPL1816W65-OG),0.0,0.0,0.0,0.13,0,0,
2018 Nov 16 65.00 (AAPL1816K65-P),0.0,0.0,119.40,123.90,0,0,2018 Nov 16 65.00 (AAPL1816W65-P),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 65.00 (AAPL1816K65-S),0.0,0.0,119.35,124.00, ,0,2018 Nov 16 65.00 (AAPL1816W65-S),0.0,0.0,0.0,0.04, ,0,
2018 Nov 16 65.00 (AAPL1816K65-X),0.0,0.0,119.45,124.00, ,0,2018 Nov 16 65.00 (AAPL1816W65-X),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 65.00 (AAPL1816K65-Y),0.0,0.0,115.30,128.90,0,0,2018 Nov 16 65.00 (AAPL1816W65-Y),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 70.00 (AAPL1816K70),138.38,0.0,114.85,118.30,0,23,2018 Nov 16 70.00 (AAPL1816W70),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 70.00 (AAPL1816K70-3),138.38,0.0,108.90,124.90,0,23,2018 Nov 16 70.00 (AAPL1816W70-3),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 70.00 (AAPL1816K70-4),0.0,0.0,114.80,119.05,0,23,2018 Nov 16 70.00 (AAPL1816W70-4),0.0,0.0,0.0,5.00,0,0,
2018 Nov 16 70.00 (AAPL1816K70-8),0.0,0.0,114.85,119.25, ,23,2018 Nov 16 70.00 (AAPL1816W70-8),0.0,0.0,0.0,4.85, ,0,
2018 Nov 16 70.00 (AAPL1816K70-A),0.0,0.0,114.75,119.20,0,23,2018 Nov 16 70.00 (AAPL1816W70-A),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 70.00 (AAPL1816K70-B),0.0,0.0,114.80,119.00, ,23,2018 Nov 16 70.00 (AAPL1816W70-B),0.0,0.0,0.0,0.13, ,0,
2018 Nov 16 70.00 (AAPL1816K70-E),137.49,0.0,109.80,124.50, ,23,2018 Nov 16 70.00 (AAPL1816W70-E),0.0,0.0,0.0,10.00, ,0,
2018 Nov 16 70.00 (AAPL1816K70-I),0.0,0.0,114.45,119.15,0,23,2018 Nov 16 70.00 (AAPL1816W70-I),0.0,0.0,0.0,0.04,0,0,
2018 Nov 16 70.00 (AAPL1816K70-J),0.0,0.0,114.30,119.25, ,23,2018 Nov 16 70.00 (AAPL1816W70-J),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 70.00 (AAPL1816K70-K),0.0,0.0,114.25,119.25, ,23,2018 Nov 16 70.00 (AAPL1816W70-K),0.0,0.0,0.0,5.00, ,0,
2018 Nov 16 70.00 (AAPL1816K70-O),0.0,0.0,114.85,119.05, ,23,2018 Nov 16 70.00 (AAPL1816W70-O),0.0,0.0,0.0,0.04, ,0,
